Sinit,beta,alpha
0.2703106,2.6171486,0.23581435
0.7572108,1.0157158,0.25637034
0.27505732,2.0895805,0.19158481
0.37626216,2.1115575,0.26483303
0.77869225,0.7946393,0.2062598
0.3308863,0.71984977,0.07939614
0.78428644,0.6754113,0.17657197
0.35876513,1.8372172,0.21970983
0.23677723,2.264375,0.17871748
0.66447765,1.116307,0.24725369
0.7514126,0.87367153,0.21882926
0.89308065,0.8219034,0.24467535
0.40787268,1.6739365,0.22758432
0.6556232,1.0864242,0.23742832
0.86244094,0.4951647,0.1423501
0.15742196,2.0034392,0.10512845
0.3827938,1.5527757,0.19813098
0.3645166,2.3204083,0.28194243
0.27128682,2.3545468,0.21291919
0.5057682,1.4294431,0.24098895
0.49224234,1.7882081,0.2934106
0.4841813,0.7759771,0.12523787
0.21401967,2.3958533,0.17091992
0.71044487,0.61373127,0.14534074
0.27118796,2.7141864,0.24535157
0.170332,1.3235356,0.07514682
0.4887467,0.9918043,0.16158035
0.6441108,0.9960537,0.21385631
0.4199178,2.029307,0.28404737
0.22437906,2.5803366,0.19299117
0.2249973,2.6444378,0.19833046
0.32864344,1.8787596,0.205814
0.2925198,1.949612,0.19010004
0.35475695,2.3551579,0.27850288
0.41962442,1.8742706,0.26216322
0.5612776,1.5438082,0.28883502
0.3599283,1.2745563,0.1529163
0.18881328,1.6549346,0.10415788
0.8974924,0.9191234,0.27496877
0.5442149,1.3707134,0.24865422
0.50154054,1.4045624,0.23481499
0.887986,0.9401769,0.27828798
0.41880542,1.1448174,0.15981857
0.57651734,0.97389096,0.18715501
0.77671146,1.0760264,0.27858737
0.3381173,0.8111223,0.09141816
0.6974155,1.0243773,0.23813885
0.37306994,1.7361726,0.21590461
0.5948829,1.3194163,0.26163274
0.23503056,2.4035113,0.18829954
0.3345786,0.9599588,0.10706057
0.67800945,0.8275083,0.18701948
0.6176328,1.2221739,0.25161824
0.7751114,0.6328707,0.16351509
0.66160417,1.3557105,0.29898122
0.1580683,2.710476,0.14281343
0.38073173,2.244175,0.28480956
0.6581487,0.78501266,0.17221835
0.38214684,1.4710907,0.18739088
0.19256692,1.4803281,0.09502074
0.33695003,1.7426091,0.19572408
0.42475146,1.553222,0.2199111
0.2693978,1.7446214,0.15666571
0.82100624,0.55905175,0.15299499
0.70231026,1.1093187,0.25969532
0.73557514,0.4173056,0.10231988
0.33411112,1.6983901,0.18915036
0.5551785,1.598789,0.29587108
0.4711453,1.3604372,0.21365452
0.3312818,1.2065662,0.13323782
0.2980445,2.5420458,0.2525476
0.24003196,1.6519179,0.13217103
0.67351633,1.169793,0.2626249
0.37518024,1.584875,0.1982046
0.43812597,0.8616988,0.12584421
0.8216309,0.90531033,0.24794364
0.59453636,0.9415066,0.18658665
0.22250092,1.2261478,0.09093966
0.48580545,1.2059871,0.1952917
0.25514203,2.0045767,0.17048392
0.29691827,1.4799094,0.14647073
0.5392534,0.60396284,0.108563006
0.43973002,0.9115571,0.133613
0.870082,0.5336629,0.15477684
0.4684662,1.4288944,0.22312957
0.59621817,1.2443311,0.2472976
0.26238352,1.7502875,0.1530822
0.7643094,0.8716227,0.22206314
0.73081154,1.1791178,0.2872376
0.3216612,1.5116152,0.16207598
0.4075554,1.2805581,0.17396611
0.2350372,2.5325782,0.19841668
0.5722612,1.2523166,0.23888409
0.22510362,0.7707356,0.05783179
0.43602046,0.45493567,0.066120416
0.6560402,1.3119768,0.28690314
0.16563264,0.91288376,0.050401114
0.30582732,2.5840533,0.2634247
0.843148,0.7017181,0.1972174
0.35537335,2.4495187,0.29016456
0.21326879,1.2187395,0.0866397
0.58743083,1.3511438,0.26456785
0.29329187,2.2815604,0.22305436
0.24991545,1.549369,0.12907042
0.890702,0.34244654,0.10167261
0.7328146,0.498706,0.12181968
0.2999443,2.879556,0.28790215
0.34257752,2.619164,0.2990889
0.28689715,2.503703,0.23943509
0.3456441,2.1542509,0.24820134
0.25871316,0.67585707,0.058284376
0.36236072,2.4318895,0.29374042
0.39183107,1.3147384,0.17171846
0.6603806,1.1754273,0.25874314
0.891466,0.97963905,0.29110497
0.108530514,2.3474445,0.08492312
0.7822151,1.1302893,0.2947098
0.53675157,0.41471988,0.07420052
0.263316,2.5528803,0.22407143
0.25928193,0.9490273,0.08202188
0.62941307,1.3380754,0.28073403
0.19078974,1.4058484,0.08940715
0.7557038,0.46141768,0.116231695
0.18527141,2.626087,0.1621796
0.46508834,0.59414786,0.09211042
0.5925528,1.4327108,0.2829856
0.6793801,1.1688243,0.264692
0.25893897,0.7957323,0.06868203
0.51307815,1.6124847,0.2757769
0.35274422,2.3755436,0.27931976
0.2909079,2.269882,0.22010885
0.64307433,0.92961025,0.19926949
0.1706198,2.9309497,0.16669269
0.3816046,0.56677616,0.0720948
0.54735255,1.3049624,0.23809148
0.7609997,0.7744109,0.19644214
0.22139886,2.4430375,0.18029524
0.33918872,2.273256,0.25702092
0.43964607,1.4956478,0.21918522
0.42178157,2.0950942,0.29455736
0.85437036,0.6068563,0.17282666
0.3131312,2.3884203,0.24929632
0.5727889,0.3711742,0.07086815
0.6579775,1.2536685,0.27496192
0.5220784,1.6712654,0.29084387
0.2402401,2.5084386,0.20087585
0.69537276,0.9879842,0.22900577
0.10611336,2.7223058,0.096291
0.75719476,0.30012253,0.075750396
0.407208,1.7364105,0.23569341
0.36028758,1.6827582,0.20209229
0.23980197,2.1027074,0.1680778
0.1827475,2.3830662,0.14516646
0.50489414,1.0533459,0.17727607
0.50414956,1.5957053,0.26815805
0.18851942,2.6849303,0.16872051
0.41585535,1.363492,0.18900514
0.19740131,1.3504558,0.08886059
0.31084055,0.92026883,0.095352285
0.7540061,1.1454593,0.28789443
0.22835581,2.320286,0.17661692
0.7883311,1.0729461,0.28194556
0.8199684,0.7457228,0.20382304
0.75272727,1.0241733,0.25697437
0.60646564,1.1139688,0.2251946
0.25896415,1.0859143,0.09373762
0.1676891,2.730334,0.15261576
0.3814989,1.8264077,0.2322575
0.51391304,1.54136,0.26404166
0.33980933,1.7720575,0.20072056
0.51117945,1.2280015,0.20924304
0.34132016,2.3041835,0.26215476
0.33083135,1.6316667,0.17993549
0.27575716,0.9138707,0.08400213
0.2949788,2.5600722,0.25172234
0.3173068,2.793552,0.29547098
0.60911226,0.7567619,0.15365098
0.416374,1.7720817,0.2459496
0.26045117,1.8983024,0.16480502
0.506514,0.60486865,0.10212481
0.38457823,2.1306627,0.27313548
0.47372353,1.0380251,0.16391231
0.7831016,1.0848562,0.28318417
0.20999824,0.81900686,0.057329997
0.2964403,2.4533446,0.24242342
0.535106,1.114786,0.19884288
0.37034675,2.055883,0.25379655
0.4130635,1.3382217,0.18425684
0.29753986,0.7982276,0.07916817
0.8257485,1.0277199,0.28287935
0.4125182,2.035387,0.27987808
0.118018426,1.9144369,0.07531295
0.44421205,1.7504623,0.25919217
0.6038551,0.7648044,0.15394367
0.2982733,1.91296,0.19019496
0.51128614,0.8330259,0.14197153
0.29645437,2.2530255,0.22263974
0.5413066,1.6608529,0.29967687
0.6213943,0.9583129,0.19849671
0.34320617,1.2356626,0.14136234
0.14667135,1.6602355,0.08116967
0.7332664,0.8740848,0.21364567
0.663701,0.5217632,0.11543159
0.12455917,1.9747366,0.08199052
0.26315162,2.6683788,0.23406272
0.5162749,1.0416147,0.17925318
0.19224721,1.7669849,0.11323264
0.5008608,1.127988,0.18832168
0.39542842,2.1435962,0.28254628
0.5250351,1.470721,0.2573934
0.5061455,1.5816,0.2668399
0.41769686,1.6607362,0.2312281
0.49942002,0.7763785,0.12924632
0.6635746,1.3214545,0.29229453
0.3365982,1.1514912,0.1291966
0.80965406,0.8985028,0.24249214
0.27848673,2.8972116,0.26894498
0.21245296,1.7937918,0.12703213
0.68737525,1.1143708,0.25533032
0.2988799,2.7115858,0.27014613
0.19026521,1.0863135,0.06889589
0.42529538,1.5004369,0.21270962
0.7951223,0.557094,0.14765261
0.3832398,1.6103286,0.205714
0.2770424,2.8084793,0.25935593
0.21750496,1.718398,0.1245867
0.6689214,0.87429875,0.19494571
0.61635715,0.8491489,0.17445967
0.5884867,0.8572298,0.1681561
0.6086765,1.1710477,0.23759638
0.82698303,0.53151107,0.14651687
0.56878716,1.1179243,0.21195367
0.31000322,0.77655303,0.080244645
0.3952717,0.5326908,0.07018587
0.36239696,1.9001682,0.2295384
0.5220213,1.6468353,0.28656104
0.35307074,1.9161581,0.22551312
0.887042,0.81165516,0.23999074
0.7353273,0.89282113,0.21883859
0.56467104,0.4984632,0.09382258
0.87370086,0.5217759,0.15195869
0.3052486,1.2084365,0.12295784
0.49503356,1.7108628,0.2823115
0.6247385,0.31053126,0.06466694
0.3072308,2.4013796,0.24592592
0.5744858,1.0772121,0.206281
0.30585656,2.7068307,0.2759673
0.34382758,0.72138494,0.08267734
0.60524595,0.6059859,0.12225684
0.3368161,1.3251092,0.1487727
0.54066586,0.40441278,0.07288406
0.28386483,2.125726,0.2011396
0.82425874,0.5919152,0.16263042
0.23532231,2.9658852,0.23264632
0.30702952,2.8059864,0.28717354
0.15786554,2.4683647,0.1298899
0.76498437,0.7600171,0.19380039
0.32876566,1.7489604,0.19166604
0.57130694,0.78128934,0.14878534
0.5944644,1.3302003,0.26358557
0.33799154,0.8305016,0.0935675
0.13766344,2.4123504,0.11069749
0.5131183,1.6729108,0.28613374
0.43540826,1.3782921,0.20003992
0.80891275,0.74939054,0.20206386
0.30546528,2.4088528,0.24527363
0.36893594,2.2538695,0.27717784
0.42732364,1.9136157,0.27257773
0.2511759,2.4035602,0.2012388
0.36690298,1.4350296,0.17550555
0.2909543,2.4844975,0.24095841
0.29837498,2.4720478,0.24586573
0.29169217,2.2315426,0.21697451
0.5791689,0.9099377,0.17566921
0.51164263,1.5449982,0.26349565
0.1791509,1.9425981,0.11600607
0.3411204,1.9013559,0.21619707
0.7544353,1.0606267,0.26672477
0.85929775,0.8166521,0.23391579
0.59278685,1.3642644,0.26957268
0.23301299,2.200393,0.17090671
0.29709756,2.5598443,0.25350782
0.48996338,1.2249955,0.20006764
0.2631383,2.897545,0.25415167
0.36844876,1.253961,0.1540068
0.29891568,2.4357934,0.24269895
0.36212033,1.1394345,0.13753746
0.84715664,0.9228811,0.2606083
0.7301548,0.8991938,0.21885023
0.18329081,2.4754624,0.15124317
0.26467514,1.9153875,0.16898514
0.5225993,1.2916714,0.22500886
0.6122353,1.3506072,0.2756298
0.19829734,2.4175234,0.15979615
0.26957005,2.5559523,0.22966938
0.27588007,2.8898087,0.2657469
0.25177637,1.5199805,0.12756507
0.64528936,0.32887855,0.07074061
0.5532774,0.87901527,0.16211309
0.25902653,2.6386201,0.2278242
0.17002872,1.1312366,0.064114235
0.24418527,2.6621974,0.2166898
0.6391588,0.5438905,0.115877464
0.3424723,1.1051054,0.126156
0.3050679,2.3347356,0.23741764
0.567989,1.1329181,0.21449502
0.74038976,0.85155326,0.21016043
0.7226825,0.85598075,0.20620076
0.301714,1.750512,0.17605133
0.34192058,2.4513755,0.2793919
0.14006262,2.473604,0.11548647
0.44229442,1.9056145,0.28094757
0.28632224,1.7539409,0.16739742
0.27823198,2.0175607,0.18711662
0.4386551,1.0930991,0.15983118
0.19783306,1.2578737,0.08294967
0.61257666,1.3101742,0.2675274
0.7339581,1.077917,0.2637153
0.8781489,0.8993291,0.2632483
0.5551577,1.4738818,0.27274564
0.14581549,1.392001,0.06765844
0.53469867,1.6031399,0.28573227
0.8694223,0.84021646,0.24350098
0.12897892,2.415322,0.103841886
0.8651727,0.36199173,0.10439513
0.31489742,0.8635301,0.09064113
0.44819903,2.000309,0.29884553
0.64435667,0.94942087,0.2039219
0.20745541,1.2795336,0.08848206
0.37381423,1.596812,0.19897036
0.39395964,1.8415662,0.24183425
0.66275144,1.1195974,0.24733827
0.4017194,1.0094904,0.13517728
0.63677126,0.67588747,0.1434619
0.8249481,0.7986811,0.21962348
0.547268,1.3414431,0.2447096
0.51379085,0.9377246,0.16059811
0.23082462,2.951679,0.22710672
0.2648578,1.910656,0.16868407
0.16634823,1.7455839,0.096791595
0.74704903,0.52533627,0.13081732
0.23466797,2.3162682,0.18118465
0.29013544,1.6400025,0.15860762
0.62331223,0.8502894,0.17666526
0.49047586,1.2727544,0.20808512
0.14714743,1.5163251,0.07437445
0.54238874,1.3518224,0.2444044
0.44132602,1.44413,0.21244404
0.32298237,2.7257051,0.29345155
0.3394288,2.0643678,0.23356864
0.53634375,1.5987445,0.28582555
0.37984008,2.1230564,0.2688073
0.8321908,0.4082031,0.11323429
0.30003357,1.4465934,0.14467554
0.5663949,0.6382545,0.12050138
0.7494376,0.8534982,0.21321453
0.33891255,1.1692604,0.13209233
0.50735545,0.95368934,0.16128649
0.6281317,1.1260036,0.23575951
0.56743383,1.2077817,0.2284454
0.7477125,1.1354548,0.2829979
0.31360105,2.3751833,0.24828666
0.119406804,1.8680043,0.07435081
0.29357347,1.2352661,0.12088045
0.10751594,1.742277,0.06244085
0.34142083,2.1499162,0.2446754
0.3265588,1.3643034,0.14850841
0.6542482,0.31440854,0.068567075
0.26607943,1.3734331,0.1218141
0.86778235,0.38043544,0.11004505
0.4147215,1.3638861,0.1885443
0.4944314,1.7505059,0.2885017
0.38562214,1.3048939,0.16773199
0.7205245,0.6916205,0.16610985
0.30809474,1.5733805,0.16158341
0.59462756,1.332144,0.26404318
0.8673527,0.686533,0.19848874
0.16822611,2.6032732,0.14597951
0.2952152,2.4037554,0.2365417
0.6760684,0.7406864,0.16691822
0.3064233,1.3499237,0.1378827
0.591076,1.4976262,0.29507032
0.23060602,2.5334795,0.19474521
0.23112227,1.6734885,0.12892683
0.5786968,1.0627538,0.20500407
0.41353217,1.9056444,0.26268175
0.11539326,2.738339,0.10532863
0.5314423,1.2782373,0.22643647
0.66916746,1.1024957,0.24591808
0.58558464,1.259883,0.24592271
0.39944968,1.444385,0.19231972
0.48373622,1.1914594,0.19211736
0.13686313,1.8295833,0.0834675
0.3349643,1.0668213,0.119115695
0.38231936,1.2424638,0.15833932
0.6823883,0.8676176,0.19735071
0.48094037,1.3636835,0.21861681
0.63021886,0.51290774,0.10774805
0.15131016,2.9500241,0.14878955
0.8180864,1.0856525,0.29605252
0.19676921,2.4548013,0.16100977
0.5512288,1.4632641,0.26886445
0.43373436,1.4004996,0.2024816
0.2367072,2.8944588,0.22837974
0.3003026,1.9957196,0.19977325
0.7380189,0.38003632,0.09349133
0.48486197,1.7155997,0.27727637
0.8659161,0.485402,0.1401058
0.4016022,1.7010951,0.2277212
0.32006785,1.9824097,0.21150188
0.3034365,2.1459606,0.21705423
0.6191081,0.74619013,0.15399079
0.1748358,2.232088,0.13008298
0.7328634,0.71595806,0.17489983
0.20528014,2.8476038,0.19485216
0.27689895,2.4096675,0.22241147
0.68668085,0.7460813,0.17077324
0.45394224,1.4601974,0.22094843
0.8754435,0.7421976,0.21658403
0.41641667,1.333711,0.18512651
0.7979102,0.7257094,0.19301698
0.28124556,2.2942502,0.21508257
0.28523448,2.6136737,0.2485033
0.26717946,0.99073416,0.08823461
0.7028924,1.163125,0.27251726
0.3562542,2.259542,0.26832378
0.42928985,0.550183,0.078729324
0.37346208,0.534349,0.0665197
0.45975274,1.6634482,0.25492495
0.35776493,1.6776447,0.20006749
0.4550654,1.8738592,0.2842428
0.28966373,2.7409675,0.26465297
0.63528895,0.6638844,0.14058614
0.4062051,0.99567544,0.13481614
0.48978463,1.5080096,0.24619997
0.7354688,0.8179765,0.20053206
0.5144865,0.912209,0.15643972
0.19217362,2.7498968,0.17615253
0.20991786,2.7628045,0.19332066
0.24769999,2.187641,0.1806262
0.47339377,0.5667197,0.08942719
0.757302,0.4814358,0.12153076
0.4420695,1.9045635,0.2806498
0.24486375,2.3931546,0.19533227
0.3106484,2.3659322,0.24499103
0.5778381,1.0593932,0.2040526
0.4959285,1.1813745,0.19529243
0.5602825,0.6888105,0.12864283
0.19272092,2.935107,0.18855219
0.15985478,1.7524416,0.09337873
0.26277375,1.4931359,0.13078564
0.2591904,1.5526991,0.13414823
0.43464327,1.5617235,0.2262642
0.122857824,1.59107,0.06515847
0.3749091,1.6602017,0.20747492
0.20518889,2.670916,0.18268077
0.3902972,0.9705009,0.12626126
0.8215017,0.8893942,0.24354628
0.58384997,0.8508688,0.16559325
0.5590304,0.63053286,0.117495686
0.6831784,0.8910959,0.20292582
0.4202438,1.6267768,0.22788095
0.5435887,1.538856,0.2788349
0.359928,2.1026702,0.25226995
0.23762456,2.2133353,0.17531428
0.3347608,0.55466914,0.06189383
0.68039614,0.8999734,0.20411281
0.15033853,1.2733644,0.06381191
0.37372112,1.2097143,0.15069859
0.36075634,1.9834182,0.23851022
0.37946314,2.285267,0.2890582
0.19122252,2.665429,0.16989669
0.31401825,2.3518848,0.24617824
0.76150113,0.3920735,0.09952147
0.36257067,1.6766366,0.20263308
0.32791117,1.589479,0.17373598
0.81775665,0.43946365,0.11979144
0.5867438,0.73710734,0.14416438
0.52417356,1.1626108,0.20313662
0.10989265,2.05565,0.07530028
0.2454476,2.540886,0.20788479
0.3403109,0.8099851,0.09188225
0.51330394,1.2405305,0.21225637
0.41115808,1.6332024,0.22383478
0.3356179,1.7966001,0.2009904
0.15912896,2.7088554,0.14368579
0.23245214,1.7460775,0.13529314
0.105907865,2.6297486,0.09283702
0.46470103,0.5645714,0.0874523
0.25042063,2.915337,0.24335355
0.29896474,2.299065,0.22911315
0.13976385,2.3241086,0.10827544
0.36968243,2.1549807,0.26555285
0.39593956,1.4280926,0.18847944
0.23007065,2.81182,0.21563908
0.49937367,1.7084951,0.28439248
0.13037519,2.0706944,0.089989066
0.27053517,2.8281214,0.25503543
0.7184055,0.72500163,0.17361504
0.4223807,1.5886644,0.22367373
0.5825176,1.5374906,0.29853848
0.7455294,0.68003535,0.16899545
0.37974623,1.0771505,0.13634793
0.15162271,1.981787,0.1001613
0.38989002,1.0818576,0.14060181
0.50091904,0.9368382,0.1564267
0.117914304,2.9551618,0.11615195
0.15099241,2.620002,0.13186681
0.44432583,1.8709952,0.2771105
0.35620862,2.441989,0.2899525
0.3690512,1.1468135,0.14107762
0.27056417,0.87444997,0.07886495
0.10380187,2.9582965,0.1023589
0.5780531,0.7676754,0.14791906
0.29904345,2.5062408,0.24982499
0.36906096,2.2588482,0.27788424
0.24027345,2.7976832,0.22406967
0.4885356,1.3251734,0.21579814
0.5707781,0.9802834,0.18650809
0.26730853,1.3708905,0.12215024
0.39367267,1.329281,0.17443386
0.77718556,0.5964234,0.15451056
0.85663456,0.6579581,0.18787655
0.5175449,1.522035,0.26257384
0.5595047,0.8183178,0.15261754
0.14969002,1.2200377,0.060875814
0.1939757,2.1002839,0.13580136
0.44457728,1.3482565,0.1998014
0.6994552,0.83399075,0.19444638
0.26630503,1.1161151,0.09907568
0.17082888,2.3366342,0.13305487
0.6961258,1.0936699,0.25377727
0.3366317,1.0688176,0.11993262
0.6757276,1.1430306,0.25745913
0.5751679,0.4874734,0.09345968
0.81444764,0.9560027,0.25953805
0.25438085,0.86862683,0.07365401
0.2326315,2.405932,0.18656519
0.31151173,2.5375795,0.26349527
0.7160627,0.8132795,0.19411972
0.8012418,0.7515552,0.20072582
0.47063786,1.6334466,0.25625393
0.88717175,0.64300394,0.19015165
0.40730104,1.6602887,0.22541243
0.5859307,1.1525112,0.22509722
0.4885721,1.3672423,0.22266547
0.38286865,2.0608647,0.26301348
0.29120725,2.5876336,0.25117925
0.829676,0.55655664,0.15392056
0.30415806,2.6761768,0.2713269
0.28286758,2.5301619,0.23856692
0.4517511,1.1976464,0.18034603
0.37554783,2.1607,0.2704821
0.7685391,1.0115361,0.259135
0.2285885,2.9778554,0.22690117
0.18980932,2.518868,0.1593682
0.21522711,2.5539737,0.18322814
0.48870215,1.7420081,0.28377438
0.40956417,1.1779517,0.1608156
0.76509315,0.60562927,0.15445426
0.38217682,1.4136804,0.18009196
0.6406709,0.4947992,0.10566782
0.6217828,0.5365507,0.111205995
0.19533795,2.3390136,0.15229936
0.1689153,2.7769186,0.15635468
0.85980207,0.45239082,0.12965553
0.2924632,1.5004752,0.14627793
0.489836,0.61529684,0.10046484
0.36262786,2.1652162,0.26172256
0.2887527,1.036945,0.0998069
0.33016458,2.7090826,0.2981477
0.3247551,2.3364072,0.25292003
0.50523305,1.6192445,0.2726986
0.31086197,2.5305724,0.26221958
0.6755762,0.62846386,0.14152507
0.7294169,1.0724503,0.26075447
0.3129856,1.2186816,0.12714326
0.577396,0.4464653,0.085929096
0.27355057,1.9430637,0.1771754
0.5531848,1.4541405,0.26813614
0.37805447,1.0260768,0.12930432
0.6790378,0.6227119,0.1409483
0.25741944,2.9202607,0.2505773
0.6471745,1.1685077,0.25207612
0.22692576,2.4848022,0.18795522
0.8593351,0.85259914,0.2442228
0.29600886,2.291771,0.22612818
0.57069856,1.552918,0.29541603
0.6614101,1.0188569,0.22462739
0.42634326,1.5430218,0.21928565
0.34499156,1.8310819,0.21056928
0.43745628,1.8040128,0.2630589
0.32019833,1.7697152,0.18888661
0.40402564,1.6680112,0.22463977
0.2701543,1.2313089,0.11088113
0.43097147,1.5035094,0.21598987
0.16151106,1.9440347,0.10466104
0.32551074,1.0659618,0.115660675
0.36728612,2.1337357,0.26123047
0.5194085,1.5985596,0.2767685
0.60079664,1.4834557,0.29708508
0.49922842,0.6077808,0.10114049
0.21976438,2.6228266,0.19213462
0.62240326,1.3257895,0.27505854
0.8481403,0.89544904,0.25315547
0.2760232,0.5909974,0.054376334
0.30293757,1.5142614,0.15290889
0.22982028,2.8380265,0.21741202
0.7867884,0.7760451,0.20352775
0.283485,2.631674,0.24868003
0.53562367,0.424927,0.07586698
0.65821904,1.2564819,0.2756801
0.5427844,0.56719726,0.10262194
0.6149644,1.1833506,0.24257284
0.12882859,2.4587364,0.10558517
0.85314435,0.4743546,0.13489765
0.5528626,0.46366343,0.08544739
0.3197852,2.382416,0.2539538
0.70977604,0.39753017,0.09405247
0.43669054,1.1194586,0.16295232
0.27752054,2.4303687,0.22482574
0.8711379,0.33040175,0.095941834
0.38400665,0.92018896,0.11778623
0.40624836,1.1362009,0.15385993
0.27583507,2.6754982,0.24599873
0.12400437,2.300899,0.095107175
0.27215645,2.6547089,0.24083203
0.2777259,2.3937314,0.2216004
0.27965298,2.6502516,0.24705027
0.7165734,1.2241652,0.2924014
0.36033022,2.4017334,0.28847238
0.66427183,0.8655737,0.19165875
0.8912011,0.85981023,0.25542128
0.55609924,1.5634795,0.2898166
0.61595553,1.319808,0.270981
0.7448723,0.9264721,0.23003446
0.25099763,1.0427868,0.08724567
0.67010903,0.44921064,0.10034004
0.3393643,1.9110744,0.21618347
0.8149282,0.9960025,0.27055684
0.26308104,1.050913,0.09215843
0.78471714,1.1179428,0.29242295
0.26096898,2.5425596,0.2211764
0.6417319,1.3751554,0.2941604
0.8867055,0.5460813,0.16140443
0.633404,1.0903246,0.23020534
0.12507835,2.151561,0.089704566
0.34075603,1.9791813,0.22480598
0.202584,2.3454313,0.1583823
